n_centroids,seed,method,init_time_sec,init_gap,kmeans_iterations,final_mse,final_gap,recall_nprobe_10,gap_preserved_pct
64,601,random,0.0010051727294921875,1.1662400960922241,20,1.462705220453415,1.1882910309826686,0.4775,
64,601,kmeans_pp,0.03267788887023926,1.1450212001800537,100,1.4630725680939838,1.1569562463354057,0.4747,
64,601,spherical_unrotated,23.9897882938385,1.42434823513031,97,1.4637686755669934,1.2123816661538291,0.4781,
64,601,spherical_pca,104.92970442771912,1.42434823513031,100,1.4649529517912896,1.1977238747627126,0.4714,100.0
64,601,spherical_procrustes,26.16367220878601,1.42434823513031,100,1.4629083944769505,1.214604224315904,0.47359999999999997,100.0
64,601,spherical_cluster,25.977393865585327,1.42434823513031,100,1.4632681266966634,1.2221032862042178,0.48,100.0
